id,Timestamp,city,country,gender,age,educstat,digitools,bestproject,industry,careerstg,worksame,workcity,salary,typework,sitework,datarole,restofrole,sizeteam,ingestion,transform,warehs,orchest,busint,reversetl,dataqual,datacatalog,cloudplat,noncloudplat,generaltools,whatused,useai,hostedntbk,hardware,depwebsite,depwebres,otherfb,spneeds,volunteer,comms,successmethod,employertype
2024577,45616.87014,"Makati, Philippines",Philippines,Male,24,College degree,SoloLearn,Automations for Data Processing and Analytics,Banking / Finance / Insurance,Professional,Work city different from residence,Mandaluyong,"45,001 to 55, 000",Full-time,Hybrid,Data Analyst,"Data Engineer, Business Analyst",2 to 3,,"Excel, Knime",Databricks,None,Tableau,,,,"Amazon Web Services (AWS), Databricks",,"Google sheets, Excel, OneDrive, MS Teams","DAX (Power BI), M language (Power Query), SQL, VBA","Chatgpt, Copilot",,laptop,"No, I just found out now.",,"Community: SPARTA PH, Data Analytics Philippines, Datasense Philippines, Eskwelabs Data Science Aral-Aral Group, Power Apps Pilipinas Community, Project SPARTA","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Coordinate during events, Joint initiative with other groups, Co-training/ Training, Volunteer for group initiatives",,LinkedIn,Local employer
2024582,45618.35764,Olongapo City,Philippines,Male,28,College degree,"Datacamp, LinkedIn Learning, MicrosoftLearn, W3Schools",Powerplant Management System,"IT, BPO, and Business Services",Career shifter,Work city same as residence,Olongapo City,"15,001 to 25,000",Full-time,100% onsite,Software Engineer,"AI Engineer, Developer",30+,Don't know,Pandas,"Databricks, Snowflake",None,None,None,None,None,"Google Cloud Platform (GCP), Microsoft Azure","PostgreSQL, SAP HANA","Google sheets, Excel, Google Drive, OneDrive, Monday.com, Trello, MS Teams, Slack, Discord","Javascript, Python, SQL, Typescript","Chatgpt, Gemini, Perplexity, Github copilot","Colab Notebooks, PythonAnywhere Jupyter Notebook",laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AWS AI/ML, AZUGMNL Azure User Group Manila, Azure User Group Manila Meetup, Big Data Analytics PH, Community: SPARTA PH, DEVCON Philippines, Programmers,Developers",Upskill / Skill acquisition,"Connect with sponsors, Mentor",,LinkedIn,Local employer
2024584,45618.375,"Baguio City, Philippines",Philippines,LGBTQ+,28,College degree,"Datacamp, Real Python, W3Schools, Youtube bootcamp",NA,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Google Drive, MS Teams, Discord","Python, SQL",Chatgpt,NA,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","DevOps Philippines, PyData Philippines","Continued learning, Upskill / Skill acquisition",Answer surveys,,,NA
2024585,45618.39653,"Cavite, Philippines",Philippines,Male,30,College degree,"AWS Cloud Certification, Coursera, Datacamp, Google Cloudskills Boost, Google Developers, LeetCode, Udemy, Youtube bootcamp",ETL of simcard registration data,"IT, BPO, and Business Services",Professional,Work city different from residence,Manila,"65,001 to 75,000",Full-time,Hybrid,Software Engineer,"Data Engineer, Software Engineer, Analytics Engineer, Cloud Architect, AI Engineer, Developer, Automation",11 to 30,None,Pandas,Big Query,Airflow,"Looker, Power BI",None,None,None,"Amazon Web Services (AWS), Google Cloud Platform (GCP)","PostgreSQL, Splunk","Google sheets, Excel, Google Drive, Zoom, Google Meet, Discord","Appscript (Google), Python, SQL","Chatgpt, Gemini",PythonAnywhere Jupyter Notebook,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Data Science Philippines, DEVCON Community Group, DEVCON Philippines, Python Philippines","Career advancement, Continued learning, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Joint initiative with other groups, Resource for specific topic","Organize post by adding tags for Job post, learnings, etc.","LinkedIn, Indeed, Glassdoor, My network  - people I know",Local employer
2024586,45618.4,"Quezon City, Philippines",Philippines,Male,31,College degree,"Coursera, Datacamp, Youtube bootcamp",Investment allocation,Public Policy Research,Career shifter,Work city same as residence,Quezon City,"35,001 to 45,000",Freelance,Hybrid,Policy Analyst,"Management, Data Analyst, Academic",2 to 3,"Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None","Don't know, None",Google Cloud Platform (GCP),"Don't know, None","Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet",,"Chatgpt, Claude, Gemini",,laptop,"No, I just found out now.",,"Analytics Association of the Philippines, Big Data Analytics PH, Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines, Datasense Philippines, Project SPARTA","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events, Co-training/ Training, Volunteer for group initiatives",,"My network  - people I know, Facebook",Multinational employer
2024589,45618.57569,"Bulacan, Philippines",Philippines,Female,24,Secondary school student,"Coursera, Datacamp, Freecodecamp",   ,Not working,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Clickup, Zoom, MS Teams, Google Meet, Slack, Discord","Javascript, Python","Chatgpt, Claude, Copilot",,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","AI Pilipinas, Amagi Academy: Tech Courses and Communities, Analytics Association of the Philippines, Data Analytics Philippines, DEVCON Philippines, FTW Foundation, Manila Women in Machine Learning and Data Science, Power Apps Pilipinas Community, Power BI Philippines UG, Python Philippines, Women Who Code Manila","Continued learning, Upskill / Skill acquisition, Network",Answer surveys,,,
2024590,45618.61597,"Taytay, Rizal",Philippines,LGBTQ+,35,Other - specify,"Datacamp, edX",My final project for Harvard CS50 is a responsive portfolio website that adapts seamlessly to different device sizes.,Not working,Career shifter,Work city different from residence,Home Study ,"35,001 to 45,000",Other - specify,Mostly work from home/ fully remote,Software Engineer,Data Engineer,1 - Just me,,,,,,,,,,,,,,,,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",,"Career advancement, Decision to shift","Answer surveys, Connect with sponsors, Coordinate during events, Mentor, Co-training/ Training, Volunteer for group initiatives","None, everything is great","LinkedIn, My network  - people I know",N/A
2024596,45619.34375,"San Mateo, Rizal",Philippines,Male,23,College degree,Datacamp,I don't have,"IT, BPO, and Business Services",Professional,Work city different from residence,Quezon City,"65,001 to 75,000",Full-time,Hybrid,Data Analyst,"Data Engineer, Business Analyst",6 to 10,None,google plx,"Big Query, Google Datamart",None,Looker,None,None,Datahub,Google Cloud Platform (GCP),None,"Google sheets, Google Drive","Appscript (Google), Javascript, Python, SQL",Chatgpt,Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Programmers,Developers, Python Philippines","Career advancement, Upskill / Skill acquisition, Network","Joint initiative with other groups, Resource for specific topic, Co-training/ Training",,LinkedIn,Local employer
2024601,45619.68819,"Quezon City, Philippines",Philippines,LGBTQ+,22,College degree,Datacamp,"After solidifying my basic knowledge with Python, such such basic data manipulation and basic visualization, I was able to able to create a geospatial visualization using the Nashville data set. I look forward in making it more interactive.",Undergraduate Student,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord","Python, R",Chatgpt,Colab Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",Datasense Philippines,"Continued learning, Upskill / Skill acquisition","Answer surveys, Volunteer for group initiatives",,,Undergraduate Student
2024603,45619.97431,"Davao City, Philippines",Philippines,Male,42,College degree,"Datacamp, Google Cloudskills Boost",Integrated Hospital Billing Operations AppSheet,Healthcare,Career shifter,Work city same as residence,Davao City,"15,001 to 25,000",Full-time,100% onsite,Data Analyst,"Management, Data Engineer, Data Scientist, Business Analyst, Developer, UI/UX Designer",1 - Just me,Don't know,Google Sheet,Google Sheet,Don't know,Looker,Don't know,Don't know,None,Google Workspace,None,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet",SQL,Chatgpt,,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Analytics Association of the Philippines, Datasense Philippines","Continued learning, Upskill / Skill acquisition","Answer surveys, Volunteer for group initiatives",None. I'm an introvert.,My network  - people I know,Local employer
2024604,45619.98056,"Quezon City, Philippines",Philippines,,36,Master's degree,"Datacamp, Udemy, W3Schools, Youtube bootcamp",Decision Tree Learning thru Python,Government ,Career shifter,Work city same as residence,QC ,"55,001 to 65,000",Full-time,100% onsite,Research and operations,Data Analyst,4 to 5,None,Microsoft Excel,None,None,Microsoft Office ,None,None,None,Microsoft ,None,"Google sheets, Excel, Dropbox, Google Drive, OneDrive, Trello, Zoom, MS Teams, Google Meet, Slack",Python,"No, I do not use AI currently",None,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Community: SPARTA PH, Data Analytics Philippines, Datasense Philippines, Project SPARTA","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition, Network","Answer surveys, Coordinate during events",,"LinkedIn, My network  - people I know",Local employer
2024606,45620.32222,"Taguig, Philippines",Philippines,Male,,College degree,"Coursera, Datacamp",Statistics ,,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord",,Gemini,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","Community: SPARTA PH, Data Analytics Philippines, Power BI Philippines UG, Project SPARTA","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition","Answer surveys, Regularly post content",,,
2024614,45620.74861,"Paranaque, Philippines",Philippines,Male,28,College degree,"Datacamp, Freecodecamp, LinkedIn Learning, Udemy",School Attendance System using PostgreSQL,"IT, BPO, and Business Services",Professional,Work city different from residence,Pasig City,"35,001 to 45,000",Full-time,Mostly work from home/ fully remote,Systems Engineer,Cloud Architect,6 to 10,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Amazon Web Services (AWS),"Elasticsearch, Oracle Database","Google sheets, Excel, Google Drive, OneDrive, Trello, Zoom, MS Teams, Discord",SQL,Chatgpt,,laptop,"Yes, I am aware of the free resources in the DEP website.","No, I just browsed through.","AWS AI/ML, DevOps Philippines, Python Philippines","Continued learning, Upskill / Skill acquisition",Answer surveys,N/A,LinkedIn,Multinational employer
2024624,45621.34792,"Pateros, Philippines",Philippines,Male,24,College degree,Datacamp,Designing my own temperature & humidity logger device for rooms,,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet, Discord",Python,Gemini,,desktop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.",None,"Continued learning, Upskill / Skill acquisition",Answer surveys,,,Multinational employer
2024626,45621.39028,"Quezon City, Philippines",Philippines,Male,25,College degree,"Datacamp, Udemy, W3Schools",I'm not yet doing any project as of date,Agriculture,Career shifter,Work city different from residence,Quezon City,"15,001 to 25,000",Full-time,100% onsite,Government Employee,Government Employee,30+,,,,,,,,,,,"Google sheets, Excel, Google Drive, Zoom, MS Teams, Google Meet",N/A,Chatgpt,N/A,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Community: SPARTA PH, Data Analytics Philippines, Data Science Philippines","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition","Answer surveys, Coordinate during events, Volunteer for group initiatives",,My network  - people I know,Local employer
2024627,45621.40278,"Silang Cavite, Philippines",Philippines,Male,24,College degree,"Coursera, Datacamp, Khan Academy",I've only done the guided projects from DataCamp,Own Business/ Consultancy/Freelance,Student/ new grad/ Career break (Skip to General Tools Section),,,,,,,,,,,,,,,,,,,"Google sheets, Excel, Google Drive, OneDrive, Zoom, MS Teams, Google Meet, Discord","Python, SQL","Chatgpt, Gemini",Kaggle Notebooks,laptop,"Yes, I am aware of the free resources in the DEP website.","Yes, I have used at least one resource.","Datasense Philippines, Eskwelabs Data Science Aral-Aral Group","Career advancement, Continued learning, Decision to shift, Upskill / Skill acquisition",Answer surveys,,,
